UserID,Avg DailySteps,Avg ActiveMinutes,Avg ExerciseMinutes,Avg Calories Burned
1072,4496,72,10,1741
2018,11986,45,15,1671
1758,7985,22,28,2058
1843,7448,51,6,2202
1618,4154,60,47,2561
2238,6617,68,23,3127
1342,11696,20,40,2027
1637,9991,57,39,2392
2135,8878,78,16,2964
1974,8173,39,36,2982
2133,10677,27,3,1801
1882,3851,34,43,1886
1166,8888,25,52,2583
1968,5331,50,20,2766
2071,11214,76,43,2276
1525,10137,27,51,1747
2365,10531,78,40,2078
1656,9561,20,44,2838
1040,7465,15,50,2143
1532,9288,28,43,2663
1271,8535,24,36,3009
1931,4118,56,34,1965
1951,8007,26,54,3029
1581,4100,21,22,2981
1864,11989,30,18,2121
1532,9288,28,43,2663
1981,5131,53,53,2421
2259,11526,58,46,2093
1529,10133,48,40,2625
1718,7714,39,16,2753
1209,3652,60,24,2355
1228,8756,71,3,2910
1678,7555,87,45,2997
2348,6080,81,3,2187
1930,9891,30,58,2481
1798,4128,73,11,2994
1876,5804,27,52,2133
2465,6346,50,9,2635
1914,11259,17,57,2735
2285,11618,58,59,2255
1414,6805,72,48,2343
2472,4107,79,52,1617
1859,5485,39,60,3154
1782,5918,56,5,2937
1321,6292,74,43,3007
1851,9776,21,13,2522
1653,9739,41,25,2050
1458,9897,90,44,1657
1659,7671,86,50,1795
1900,11054,80,55,2503
2315,11801,72,8,2004
1076,7158,20,40,2527
1285,6177,63,2,2062
1142,6722,82,60,2767
1476,9620,33,37,1794
1912,5495,61,31,3169
1200,4266,40,46,2119
2297,8972,57,29,1705
2179,11347,45,37,1728
1876,5804,27,52,2133
1144,3711,71,56,1611
2164,6501,81,12,2643
2353,11742,49,17,2879
1940,3039,84,54,2783
1539,9705,27,32,2081
1834,6212,75,41,3093
2014,6377,69,27,3016
1440,5276,19,32,2136
1451,8149,67,27,2928
1748,7799,69,44,3199
1639,8558,63,5,3128
1991,3156,18,31,3074
2120,7126,51,20,2315
1524,4710,56,31,2024
1467,8313,17,23,1731
1321,6292,74,43,3007
1310,9960,53,58,2650
1654,6644,38,54,2598
2490,4091,17,53,1725
1272,6779,70,1,3056
2426,10982,79,0,2356
2431,9799,25,40,3147
1035,3408,80,44,2070
1881,6613,41,21,1810
1891,9281,28,46,2689
1892,3868,47,9,2678
1513,9302,84,4,2298
2419,7474,42,26,1651
1132,9789,33,41,1634
1339,8775,42,12,2462
1511,3092,76,49,2596
1535,8898,15,18,3044
2326,9157,39,49,1744
1139,4521,42,28,1851
2291,3203,69,1,2554
1709,5325,80,48,2792
1693,11241,86,27,2558
1966,8912,68,11,1803
1907,9770,61,19,2195
1617,6318,58,46,2966
2082,8590,50,13,3136
1342,11696,20,40,2027
1116,5197,34,52,1878
1326,11587,41,30,2947
1376,11113,40,5,1648
1403,7802,52,18,2977
1615,9074,81,46,1934
1816,8664,22,4,2184
1128,10159,29,19,2395
2023,8525,27,50,1853
2128,4157,77,48,2647
2244,9988,68,29,2887
1179,5258,71,38,2109
1383,6898,26,41,3064
1087,8306,40,1,2837
1897,11377,76,36,2224
1801,8830,40,55,2177
1056,6592,80,46,2390
1217,5600,58,8,2953
1855,9481,70,6,2199
1975,6327,41,46,2404
2382,11255,60,52,2154
2282,4839,78,55,3185
2043,7323,80,9,3030
1057,7256,16,22,2572
1998,7856,53,50,2056
1631,3497,86,5,2953
1811,5962,32,30,3064
2129,3395,26,37,3127
1123,10585,52,54,1674
1554,9845,52,17,1731
2363,6383,45,49,1626
2254,6097,49,58,2499
1182,9528,53,51,2728
1920,11599,39,49,3063
2266,9539,43,52,2724
1829,8296,29,27,2585
1516,4400,27,11,2471
2107,11243,80,33,3139
1969,4359,29,23,2580
2317,7230,86,31,1935
1647,3006,22,29,2947
1467,8313,17,23,1731
1328,7985,70,15,1921
2315,11801,72,8,2004
2373,6400,90,26,3125
1810,8620,60,33,2230
1447,9083,74,27,2100
2440,5465,76,20,2817
1556,8837,90,55,2034
2421,5267,46,57,2812
2272,4155,77,17,2663
2171,4853,29,48,2706
1011,9530,71,60,2634
1173,6303,59,33,1603
2384,7547,35,1,2079
2026,9891,88,35,3096
1036,10508,33,0,2328
2091,10784,35,9,2121
1662,3889,17,51,2013
1204,4823,65,55,2165
1744,7105,54,12,2920
1722,6397,88,27,2466
2237,11748,39,55,2711
2271,10528,73,32,1745
2169,7275,76,29,2885
2049,3255,30,27,2312
1384,5794,65,17,2759
2399,8933,90,21,2954
1076,7158,20,40,2527
1260,5741,32,3,1995
1685,5436,64,8,1742
1073,3524,75,26,2042
1554,9845,52,17,1731
1106,6536,16,13,1832
1905,11487,23,51,2643
1304,7346,21,19,3045
1259,10572,42,13,2857
1144,3711,71,56,1611
1167,4971,52,1,2725
1522,7435,19,1,1776
1926,3366,67,3,2452
1222,11037,86,18,2692
1248,4282,56,59,2238
1931,4118,56,34,1965
2447,7383,80,58,2229
1558,7381,47,13,1995
1173,6303,59,33,1603
1528,5374,62,33,3142
1493,9479,35,18,2432
2268,7271,63,30,2986
2257,3354,90,19,2382
1336,5198,80,7,2634
1214,11212,77,22,2794
2005,10085,27,15,2513
2345,9050,48,26,2888
1249,10386,47,0,2953
1703,6909,48,2,2204
1294,11964,42,19,2980
1487,3028,24,10,2549
1846,9665,29,32,2129
2372,6454,23,11,2876
1364,7640,88,36,3160
1759,11571,53,11,2321
1012,8642,47,41,2484
1250,7926,48,60,2896
2069,4495,90,14,2292
1491,6730,76,46,2203
1544,4652,74,49,2104
2356,6921,32,43,1835
2486,6629,30,34,1680
1558,7381,47,13,1995
1045,5183,56,60,3069
2066,8727,88,54,1662
1961,3308,66,46,2314
2242,9749,53,51,2976
2097,6594,62,13,1970
1132,9789,33,41,1634
2115,6414,88,50,2298
1631,3497,86,5,2953
1585,11675,50,43,2403
1618,4154,60,47,2561
2059,6123,32,30,2569
2337,5981,62,46,2608
1906,7834,88,39,2654
1490,4187,24,9,1960
1403,7802,52,18,2977
1957,3375,58,15,2199
2277,11212,33,6,1791
1672,8598,24,39,3033
1732,9568,73,38,1888
2434,6211,88,56,2793
1541,3094,15,34,3101
1023,9874,59,50,2337
2483,11503,31,40,1967
2394,10622,25,24,3190
2052,4584,88,47,1877
1853,5599,27,16,2697
2157,5574,69,15,2272
1032,7643,42,3,2338
2047,3599,29,18,1927
1920,11599,39,49,3063
1127,5798,43,0,2743
1212,11411,84,9,2273
1497,11335,73,58,2265
2070,4485,79,4,1938
1609,11060,80,59,2011
2096,9967,80,12,2082
1545,10397,65,21,2073
1214,11212,77,22,2794
1135,11442,16,29,1972
1822,8918,58,16,1611
2405,5936,57,26,2674
1592,10827,31,29,2554
2448,4982,73,56,2569
2370,5508,45,46,3020
2025,6801,23,24,2420
2323,6335,62,39,2816
2350,6715,25,41,2984
2250,8118,75,9,2763
1748,7799,69,44,3199
1822,8918,58,16,1611
1477,7372,81,53,2766
1294,11964,42,19,2980
2259,11526,58,46,2093
1220,7248,78,23,1950
1706,10677,72,56,2474
1844,5998,69,17,3102
1288,8649,56,0,2493
2112,4670,77,31,2293
1710,9896,84,9,2669
1705,4583,86,56,2469
1010,5335,70,55,3092
2265,7694,63,45,2318
1984,9320,24,15,3052
1753,7028,55,34,2330
1072,4496,72,10,1741
2322,7076,21,25,2372
2358,8197,61,14,3092
1453,7802,20,5,1867
1077,6600,61,26,2804
2086,5968,23,4,2997
1330,9843,34,14,2164
1615,9074,81,46,1934
1508,5047,31,15,2629
2212,10012,50,27,2680
1968,5331,50,20,2766
2036,3307,65,24,1756
2335,3393,80,55,2567
1626,4948,62,0,2725
2386,6679,77,45,2336
1101,5363,86,9,3135
1572,11459,88,4,2291
1323,7085,39,21,3181
2156,3251,77,28,2976
1530,5914,15,22,2479
1609,11060,80,59,2011
1912,5495,61,31,3169
2130,8700,15,18,2347
2265,7694,63,45,2318
1651,5120,32,17,2107
1439,11656,71,57,2608
1481,5538,19,23,2678
1349,9262,39,51,3013
2154,11504,86,7,2718
1137,9224,15,34,2755
2475,10959,47,29,2665
2036,3307,65,24,1756
1544,4652,74,49,2104
2182,7449,66,36,2631
2330,4864,74,2,2733
1198,9736,37,26,2574
1167,4971,52,1,2725
1153,6766,76,34,1738
2069,4495,90,14,2292
1280,9778,62,25,2239
1158,6207,78,55,2190
1925,4068,81,49,2479
1712,7587,57,56,2676
1418,8647,61,26,1954
1742,11290,33,37,1920
2322,7076,21,25,2372
1940,3039,84,54,2783
2262,7265,88,26,2258
1016,4047,59,56,2609
1320,10007,17,45,1995
2035,4664,62,55,3091
1897,11377,76,36,2224
1412,8787,63,30,2605
2068,9237,21,44,1820
1836,10364,18,24,3068
1375,7459,17,57,1812
2339,8209,67,52,2360
1341,5124,62,45,1971
1860,10198,49,27,1820
1929,4184,46,32,1656
2453,10353,67,50,2334
1410,7388,37,51,2883
1067,8244,78,30,2631
1737,3781,88,41,2575
2090,5227,63,4,1997
2401,9951,77,53,2195
2289,10704,85,56,2347
1653,9739,41,25,2050
2315,11801,72,8,2004
2490,4091,17,53,1725
1066,11378,84,18,2989
2091,10784,35,9,2121
1099,3580,83,39,2891
2125,6744,41,42,2874
1152,11136,71,55,2505
2455,3266,89,34,1759
2048,8853,46,21,1606
2206,11534,83,46,2549
2211,11136,33,55,2516
1111,11259,38,5,2828
1605,11203,74,46,2725
1287,5985,73,55,1864
1933,11656,62,52,1813
1748,7799,69,44,3199
1617,6318,58,46,2966
2162,5722,40,46,2814
2149,7143,47,17,1985
2171,4853,29,48,2706
2222,6736,25,5,2246
2313,10975,28,48,2588
2109,8297,75,6,1994
1777,11458,47,49,2953
1961,3308,66,46,2314
2159,3939,16,39,2278
1051,7260,71,0,1788
2115,6414,88,50,2298
2339,8209,67,52,2360
1185,11695,38,15,1813
1978,9842,21,23,2728
2495,6877,39,4,3129
2276,4513,79,55,2696
2012,11419,54,20,2568
1591,7079,53,6,2753
2270,11546,80,24,2132
1143,5298,45,38,1618
1032,7643,42,3,2338
2453,10353,67,50,2334
1794,11033,18,49,2145
1939,5762,44,53,2233
1265,3775,82,5,2484
2269,11591,90,22,2570
2257,3354,90,19,2382
1631,3497,86,5,2953
1934,3712,85,35,2058
1212,11411,84,9,2273
2157,5574,69,15,2272
1286,10903,24,27,2073
1729,5990,52,33,2343
1366,10549,28,55,1934
2469,10159,78,17,2428
1963,8279,28,31,1869
2102,10236,69,5,1936
2169,7275,76,29,2885
1718,7714,39,16,2753
2027,9653,38,25,1968
2271,10528,73,32,1745
1782,5918,56,5,2937
2241,6262,33,5,2124
1053,8722,68,37,2268
2256,8715,19,34,3094
1440,5276,19,32,2136
1946,6461,63,24,2898
1684,11649,89,50,2664
1039,9615,28,10,3171
2463,6591,48,39,1704
1607,5789,48,9,2128
2218,11994,32,32,1948
2409,7065,75,27,2885
1919,7473,78,40,2857
2327,4748,81,14,2201
1748,7799,69,44,3199
1180,4837,88,33,2021
1880,9815,82,48,2595
1847,10555,85,21,2712
2108,7647,68,59,3137
1173,6303,59,33,1603
1600,11984,69,49,2432
2067,11903,46,33,2548
2430,8839,36,55,1762
1965,11677,62,9,2497
1669,5786,72,5,1735
1759,11571,53,11,2321
2111,10596,44,29,1613
1538,3497,65,13,1907
1694,6096,62,27,2963
1907,9770,61,19,2195
1467,8313,17,23,1731
1564,5667,80,26,2017
1350,4961,53,30,3088
1268,11010,23,18,2033
2358,8197,61,14,3092
1394,8850,20,3,2354
1899,5385,23,30,2589
2370,5508,45,46,3020
2097,6594,62,13,1970
2458,3129,58,52,3102
1921,3743,41,48,1714
1391,9506,52,14,2494
2042,9902,15,57,3026
2033,6078,67,47,2347
1807,4063,88,60,2025
1575,6520,73,27,2973
1727,10045,44,23,2837
1573,4222,78,2,2925
1122,5308,41,26,3057
1067,8244,78,30,2631
1208,7570,75,30,2648
1442,9781,30,30,2805
2441,11035,71,8,1706
2213,5168,71,23,2116
2229,9926,45,55,2244
1606,3646,77,39,2354
1688,11250,58,36,2802
1278,4278,84,4,2652
1619,4609,85,49,2052
1044,3636,41,44,1898
1717,5385,82,18,2720
1878,9055,41,24,3055
1467,8313,17,23,1731
1799,11393,54,49,1673
1763,5155,84,41,1931
1879,4757,63,59,2134
1092,8086,89,4,2442
1878,9055,41,24,3055
1794,11033,18,49,2145
1221,11780,75,32,2160
2358,8197,61,14,3092
1813,7643,32,59,2275
1385,11101,60,51,1742
1106,6536,16,13,1832
1141,10837,29,43,2803
2046,11095,37,17,2884
2367,9954,35,18,2151
1033,6789,16,24,2368
2310,3258,81,36,1638
1196,8796,19,5,2705
2048,8853,46,21,1606
1084,6463,30,41,3198
1521,10802,26,22,1955
1451,8149,67,27,2928
2198,5999,24,52,1913
1057,7256,16,22,2572
1280,9778,62,25,2239
1573,4222,78,2,2925
1404,5353,44,11,2465
1498,9609,23,19,3082
2202,5083,81,46,2147
1302,11813,44,42,3156
2119,11386,77,13,3096
1299,11559,60,41,2345
1941,6642,72,5,2567
1246,3662,45,38,3037
2157,5574,69,15,2272
2417,6470,72,26,3002
2158,5504,86,39,2415
1249,10386,47,0,2953
1587,5140,67,49,2383
2212,10012,50,27,2680
1915,8637,36,3,2527
2053,10950,83,7,2113
1833,11924,73,0,2648
2284,3107,27,6,1703
2230,6013,60,21,2847
1891,9281,28,46,2689
1534,9003,55,25,2024
2232,10549,67,29,3059
1728,3430,53,30,2146
2454,11204,62,33,2468
2276,4513,79,55,2696
2431,9799,25,40,3147
1475,6222,50,58,2901
1101,5363,86,9,3135
1310,9960,53,58,2650
1012,8642,47,41,2484
1897,11377,76,36,2224
1046,6080,33,55,1691
2146,7340,15,43,3124
1046,6080,33,55,1691
2481,7570,85,46,1936
1270,3990,58,33,1983
1925,4068,81,49,2479
2435,10384,36,5,2128
1645,7579,42,50,2178
2193,3435,23,56,2266
1998,7856,53,50,2056
1530,5914,15,22,2479
2177,9646,31,47,3179
1402,4015,48,31,2123
1606,3646,77,39,2354
1118,4573,84,11,2041
2264,4010,90,22,2064
2186,6926,20,31,2280
2337,5981,62,46,2608
1618,4154,60,47,2561
1511,3092,76,49,2596
1395,8281,59,56,2813
1702,9555,60,1,2765
1119,4359,77,49,2323
1974,8173,39,36,2982
2309,9672,49,58,2824
2305,4479,84,6,2808
1890,4677,72,27,1958
2437,8301,57,17,1746
1786,5441,52,29,2028
1812,5460,55,23,2696
1727,10045,44,23,2837
2364,6617,62,0,2531
2342,8837,42,24,2911
1987,10285,20,38,1746
1784,11535,50,47,2834
1134,5668,37,53,2788
1916,5766,38,43,3166
2425,7303,66,60,2847
2097,6594,62,13,1970
1799,11393,54,49,1673
1103,6191,25,51,1941
1927,5407,83,21,2324
1309,11531,18,34,3168
1256,7531,60,36,1731
1723,3628,60,14,2401
1845,6327,24,36,2302
1259,10572,42,13,2857
2160,7812,74,10,2985
1221,11780,75,32,2160
2100,9733,62,44,1709
2103,9768,21,38,2129
1087,8306,40,1,2837
1761,4308,55,0,2217
2214,7032,69,44,1824
1028,10643,59,34,2388
1956,4937,81,45,2805
1798,4128,73,11,2994
1415,11831,43,55,2391
1203,9843,88,40,2228
1024,11516,27,28,2650
2160,7812,74,10,2985
1709,5325,80,48,2792
2345,9050,48,26,2888
1676,10346,70,35,2868
1526,4370,71,35,2148
1333,7307,84,4,2682
2114,11107,49,3,2007
1838,6069,34,6,1917
1054,10363,51,59,2761
1924,3382,35,59,1854
1475,6222,50,58,2901
1717,5385,82,18,2720
1582,8649,56,56,3196
2068,9237,21,44,1820
2342,8837,42,24,2911
2009,8594,37,52,2163
1019,11837,44,54,2203
1800,7777,72,14,1871
1261,6939,40,13,2438
1781,6268,33,10,1614
1766,4693,90,8,2952
1687,6198,70,42,1757
1348,4950,40,37,2360
1639,8558,63,5,3128
1424,11612,60,21,3012
1699,11891,64,33,1801
1401,5797,50,31,2531
1850,3120,57,41,2104
2123,7113,16,4,1942
2245,7391,80,50,3086
2008,9513,64,23,3200
2409,7065,75,27,2885
2409,7065,75,27,2885
1824,8259,82,4,2759
1502,11385,59,35,1683
1353,9329,23,19,2948
1879,4757,63,59,2134
1786,5441,52,29,2028
1359,7738,75,51,2155
1135,11442,16,29,1972
1566,8793,45,0,2106
1102,7703,36,16,2961
1278,4278,84,4,2652
2100,9733,62,44,1709
1760,4370,76,26,2369
2217,9830,58,22,2063
1343,8402,82,5,3061
2187,5637,54,3,1924
1106,6536,16,13,1832
2154,11504,86,7,2718
1863,7769,25,58,2835
1200,4266,40,46,2119
2007,5988,23,3,2563
1045,5183,56,60,3069
2195,8495,53,56,2165
2097,6594,62,13,1970
1646,5514,59,30,2434
1065,6001,75,8,1983
2088,9314,83,13,1633
1100,5161,81,12,2007
1936,4494,27,32,2227
1155,3274,19,45,2815
1496,11229,15,30,2442
1510,11904,30,34,2658
1617,6318,58,46,2966
1394,8850,20,3,2354
1601,5650,38,17,2431
1344,6327,70,15,3071
1870,4346,26,10,2645
1980,9894,83,7,2629
2341,6812,38,28,1892
1123,10585,52,54,1674
2390,4703,34,12,1772
1688,11250,58,36,2802
1088,8754,59,34,2133
1753,7028,55,34,2330
1033,6789,16,24,2368
1475,6222,50,58,2901
1747,5370,41,18,2594
2298,6570,33,16,2326
1348,4950,40,37,2360
2190,9762,77,9,2742
2168,7882,58,11,2977
2400,11745,33,47,3051
1540,3561,47,56,2013
1945,9043,63,5,2025
1477,7372,81,53,2766
2325,5566,23,29,1947
1270,3990,58,33,1983
1215,3512,85,25,2471
1818,5525,81,36,1801
1574,10017,65,32,2852
1384,5794,65,17,2759
2489,8784,56,13,2046
2030,10155,63,53,1871
1967,9466,24,47,2090
2253,10131,34,49,1601
2146,7340,15,43,3124
2043,7323,80,9,3030
1110,7754,69,5,2694
1385,11101,60,51,1742
2178,7117,50,57,3008
1840,11626,79,14,2956
1475,6222,50,58,2901
1171,9717,15,39,2740
1509,3317,52,30,2810
2400,11745,33,47,3051
2095,8304,90,52,2208
1720,10186,31,17,2325
1564,5667,80,26,2017
1137,9224,15,34,2755
2234,6181,74,16,2382
1866,8286,56,31,1915
2011,8888,17,18,2043
2201,10108,19,7,2672
1206,11274,18,11,2311
2468,5867,23,50,2196
2192,10062,78,39,2987
2000,5276,66,12,2934
1384,5794,65,17,2759
2039,3386,74,59,2997
1584,11454,23,5,2088
2350,6715,25,41,2984
2495,6877,39,4,3129
1386,6733,29,31,2925
2062,10347,17,34,3093
1768,9623,74,39,2079
1685,5436,64,8,1742
1767,10172,30,51,3081
1500,8177,43,48,1904
2033,6078,67,47,2347
2146,7340,15,43,3124
1452,9876,48,32,2193
1859,5485,39,60,3154
2446,9287,52,3,2299
1012,8642,47,41,2484
1864,11989,30,18,2121
1830,9661,56,41,1832
1978,9842,21,23,2728
1243,7973,36,46,2637
2491,9468,79,25,1871
1421,4642,88,38,2151
1328,7985,70,15,1921
2434,6211,88,56,2793
2227,5069,53,7,2981
1597,4368,65,40,2951
2409,7065,75,27,2885
1626,4948,62,0,2725
2029,11523,82,8,2190
1945,9043,63,5,2025
1840,11626,79,14,2956
1388,10437,84,58,2884
2327,4748,81,14,2201
1328,7985,70,15,1921
1995,8842,52,23,3098
1282,3210,56,14,2805
1513,9302,84,4,2298
2259,11526,58,46,2093
1492,3258,64,18,2771
1976,6642,88,30,2696
2045,5164,44,42,3032
1631,3497,86,5,2953
1099,3580,83,39,2891
1144,3711,71,56,1611
1659,7671,86,50,1795
2018,11986,45,15,1671
2244,9988,68,29,2887
2148,3356,38,37,3069
1884,6599,48,21,2057
2472,4107,79,52,1617
1157,4982,24,51,2618
1748,7799,69,44,3199
1674,5452,76,41,2427
2165,5629,16,42,1699
1236,11867,66,37,2219
1474,7307,73,0,3152
1972,9147,69,27,3010
1037,3302,60,42,2184
1146,9225,18,58,2457
1153,6766,76,34,1738
1020,5937,49,23,2449
1163,3031,40,26,3087
1871,9620,69,1,3121
1953,4161,81,45,2460
1446,7057,70,5,2230
2364,6617,62,0,2531
2011,8888,17,18,2043
2319,9709,16,23,2839
2280,10942,49,52,2273
1978,9842,21,23,2728
1391,9506,52,14,2494
1336,5198,80,7,2634
1009,5743,79,49,3168
1161,9239,24,33,2043
2488,3479,59,43,1675
2470,3227,70,15,2961
1327,4994,20,6,2358
2076,11952,83,49,1940
1368,11922,86,37,2529
1065,6001,75,8,1983
1973,11940,73,19,2391
2009,8594,37,52,2163
1670,6307,54,51,2582
1359,7738,75,51,2155
1650,11429,34,57,2214
1035,3408,80,44,2070
2303,5220,41,11,2753
1417,8613,55,35,2492
2152,9947,75,0,2551
2253,10131,34,49,1601
1615,9074,81,46,1934
2139,7907,89,53,1678
1519,3890,63,11,2288
1945,9043,63,5,2025
1876,5804,27,52,2133
1898,4751,39,29,2076
1003,11835,73,25,1653
1728,3430,53,30,2146
1761,4308,55,0,2217
1720,10186,31,17,2325
1560,6154,56,40,2327
1420,5932,35,8,2564
2321,9367,89,6,1622
1466,6901,68,34,1874
1294,11964,42,19,2980
2432,4768,62,34,2323
1509,3317,52,30,2810
1366,10549,28,55,1934
1893,6742,82,27,2584
1690,11897,76,15,2004
1947,8765,15,41,1957
1285,6177,63,2,2062
2207,4079,16,35,2487
1966,8912,68,11,1803
1417,8613,55,35,2492
2356,6921,32,43,1835
1404,5353,44,11,2465
1695,7871,51,58,2504
1597,4368,65,40,2951
2026,9891,88,35,3096
1748,7799,69,44,3199
2048,8853,46,21,1606
1647,3006,22,29,2947
1295,10032,63,43,2828
1373,5700,62,14,2815
1402,4015,48,31,2123
2027,9653,38,25,1968
1256,7531,60,36,1731
2135,8878,78,16,2964
1794,11033,18,49,2145
2410,7532,58,48,2729
1426,11898,57,14,1626
2247,5681,52,16,1651
1111,11259,38,5,2828
1915,8637,36,3,2527
1901,4549,53,1,2128
1798,4128,73,11,2994
1499,8875,79,58,3009
2416,10614,50,32,3102
2279,6970,67,23,1789
2358,8197,61,14,3092
1683,6066,29,40,1969
1650,11429,34,57,2214
1398,6452,41,12,2800
1286,10903,24,27,2073
1588,5846,56,33,2167
1819,4410,66,51,1759
1595,4457,60,6,2073
1502,11385,59,35,1683
1603,5489,62,9,2832
2149,7143,47,17,1985
2065,9156,36,52,2183
2001,3702,87,59,3126
2258,6922,76,34,2984
1845,6327,24,36,2302
2038,3226,43,10,2304
1194,5110,34,17,1723
2057,4762,88,25,2995
1093,3040,77,53,2804
1483,8040,37,31,2806
1943,6475,60,27,2019
2103,9768,21,38,2129
1470,11472,76,0,2440
1343,8402,82,5,3061
1509,3317,52,30,2810
1074,5277,24,30,2895
1350,4961,53,30,3088
1072,4496,72,10,1741
1492,3258,64,18,2771
1787,8557,50,7,3123
1680,11675,18,13,2881
1328,7985,70,15,1921
2044,4956,65,4,2627
2019,8196,52,26,2857
1162,9240,52,53,2647
2349,3978,79,2,1878
2247,5681,52,16,1651
1867,3097,45,44,1643
2219,3444,16,24,1881
2183,7239,16,0,3133
1451,8149,67,27,2928
1042,7907,77,25,2201
1406,8178,30,41,1713
1539,9705,27,32,2081
1424,11612,60,21,3012
1271,8535,24,36,3009
1026,9801,72,46,2705
1836,10364,18,24,3068
1920,11599,39,49,3063
1852,5926,58,18,2224
2427,4042,34,46,2888
1836,10364,18,24,3068
1815,7570,29,19,2937
1488,7815,51,30,2114
1784,11535,50,47,2834
1996,9198,21,41,2138
2239,9674,75,48,2737
1262,6296,32,26,2560
1530,5914,15,22,2479
1929,4184,46,32,1656
2354,8963,88,50,2553
1466,6901,68,34,1874
1973,11940,73,19,2391
1168,7108,50,32,3119
2283,3220,24,29,1989
2390,4703,34,12,1772
1695,7871,51,58,2504
1408,8583,82,37,1995
1245,10593,35,3,2446
2498,4372,34,30,2563
1773,8929,48,52,3061
1116,5197,34,52,1878
1478,9555,85,20,1654
2169,7275,76,29,2885
1989,7718,81,53,3082
1728,3430,53,30,2146
1083,5746,41,43,2578
1776,5159,62,41,2676
1789,3546,30,40,2618
2349,3978,79,2,1878
2015,9886,32,45,2821
1936,4494,27,32,2227
1949,8246,83,4,2384
1274,7936,18,57,2003
1046,6080,33,55,1691
1948,5635,45,0,1818
2314,4879,22,35,2638
2079,6811,16,12,1756
2339,8209,67,52,2360
1390,10255,64,18,2983
1589,4945,86,41,1652
1418,8647,61,26,1954
2120,7126,51,20,2315
2364,6617,62,0,2531
1520,7757,18,21,3118
1813,7643,32,59,2275
2309,9672,49,58,2824
1768,9623,74,39,2079
1609,11060,80,59,2011
2347,8283,84,54,2616
2023,8525,27,50,1853
1085,4293,22,0,2282
2397,4015,83,11,2754
1430,10493,85,38,2947
2341,6812,38,28,1892
1430,10493,85,38,2947
1207,11684,68,12,2788
1602,8530,81,51,2680
1681,4842,32,56,2125
1989,7718,81,53,3082
1156,9325,83,10,2729
2324,9284,87,24,2233
1163,3031,40,26,3087
1006,8284,15,49,2029
1614,5873,88,59,2111
1693,11241,86,27,2558
1338,7453,87,55,2650
2091,10784,35,9,2121
1451,8149,67,27,2928
2452,9091,82,26,2318
1103,6191,25,51,1941
1077,6600,61,26,2804
1538,3497,65,13,1907
1142,6722,82,60,2767
1900,11054,80,55,2503
1018,8192,43,47,1982
1774,9685,41,42,2822
1095,5846,80,46,2416
2319,9709,16,23,2839
1052,7279,16,31,1957
1697,5432,33,20,2671
1658,8396,49,47,2672
1786,5441,52,29,2028
1843,7448,51,6,2202
1186,11484,70,10,2778
1635,9152,48,27,3007
1789,3546,30,40,2618
2142,11713,54,42,1974
1437,8524,55,29,2718
2136,3667,87,16,1835
1801,8830,40,55,2177
1965,11677,62,9,2497
2335,3393,80,55,2567
2215,4062,59,49,2327
1150,3224,21,30,2546
1088,8754,59,34,2133
2114,11107,49,3,2007
1674,5452,76,41,2427
1941,6642,72,5,2567
1559,10086,89,25,3167
1805,10501,79,40,2824
1012,8642,47,41,2484
1661,10887,61,10,2673
1381,4812,56,0,1713
2101,5118,87,10,2688
2334,4927,21,38,3067
1442,9781,30,30,2805
1672,8598,24,39,3033
2300,6135,33,60,1816
1078,7182,78,43,1738
2090,5227,63,4,1997
2099,7032,66,33,2041
1992,10701,74,19,1872
1231,6687,80,58,1973
1382,8258,45,25,1886
2072,10803,64,50,2560
1040,7465,15,50,2143
1074,5277,24,30,2895
1317,4496,33,32,2939
1310,9960,53,58,2650
1004,6434,58,41,1724
2323,6335,62,39,2816
1814,4932,29,59,3195
1856,10029,60,0,2979
1556,8837,90,55,2034
1033,6789,16,24,2368
2198,5999,24,52,1913
2137,6685,89,25,2275
2191,6227,49,30,2710
1854,11847,55,39,3082
1124,4331,45,59,1741
1915,8637,36,3,2527
1237,11192,60,44,2378
2433,11092,55,44,3181
1232,7913,79,35,1804
1839,4720,65,16,1619
1282,3210,56,14,2805
1046,6080,33,55,1691
1735,10643,69,28,2359
1757,4224,80,36,2604
1425,9460,37,7,2538
2009,8594,37,52,2163
1048,7876,40,25,1763
1740,4656,79,53,1810
1294,11964,42,19,2980
1358,6866,85,16,2476
2011,8888,17,18,2043
2122,4537,52,58,2337
2151,9956,33,9,1740
2251,7692,36,14,2994
1167,4971,52,1,2725
2159,3939,16,39,2278
1948,5635,45,0,1818
2271,10528,73,32,1745
1792,11165,68,43,2820
1762,4439,49,40,1642
1952,3339,88,22,2977
1611,7424,29,52,2808
1126,10260,17,50,2147
1865,3681,40,1,3171
1344,6327,70,15,3071
1959,11590,48,25,1970
1133,10712,88,30,1945
1840,11626,79,14,2956
1913,11991,33,41,3056
1158,6207,78,55,2190
1861,3133,27,42,2096
1684,11649,89,50,2664
1473,6814,66,9,3082
1047,6039,61,34,2109
1019,11837,44,54,2203
2439,8876,60,4,2422
1714,10327,24,23,1884
1626,4948,62,0,2725
2404,8231,57,50,2683
2073,4598,50,27,2321
1786,5441,52,29,2028
2045,5164,44,42,3032
2365,10531,78,40,2078
1389,8915,23,22,2848
1573,4222,78,2,2925
2039,3386,74,59,2997
