UserID,ExerciseType,ExerciseDurationMinutes
2430,Swimming,26.0
1669,Weightlifting,95.0
1538,Yoga,43.0
1694,Cycling,75.0
1907,Weightlifting,77.0
1467,Running,52.0
1564,HIIT,99.0
1350,Running,10.0
1268,Running,49.0
2358,Stretching,95.0
1394,Running,112.0
1899,Stretching,118.0
2097,Walking,78.0
2458,Pilates,103.0
1921,Pilates,10.0
1391,HIIT,21.0
2042,HIIT,87.0
1807,Pilates,67.0
1575,Weightlifting,54.0
1727,Running,35.0
1573,Pilates,40.0
1122,Running,71.0
1067,Running,27.0
1208,Stretching,23.0
1442,HIIT,59.0
2441,Cycling,37.0
2213,Yoga,11.0
2229,Cycling,112.0
1606,Pilates,62.0
1688,Yoga,120.0
1278,Stretching,51.0
1619,Stretching,58.0
1044,Yoga,82.0
1717,HIIT,96.0
1878,Swimming,43.0
1467,Stretching,114.0
1763,Cycling,49.0
1879,Stretching,59.0
1878,Stretching,108.0
1794,Walking,47.0
1221,Pilates,65.0
2358,Cycling,47.0
1813,HIIT,60.0
1385,Walking,63.0
1106,Swimming,92.0
1141,Weightlifting,67.0
2046,Cycling,110.0
2367,Cycling,94.0
1033,Running,23.0
2310,Weightlifting,83.0
1196,Cycling,101.0
2048,Swimming,53.0
1521,Yoga,87.0
1451,Pilates,97.0
2198,Cycling,83.0
1057,Walking,22.0
1280,Stretching,104.0
1573,Stretching,22.0
1404,Yoga,108.0
1498,Walking,81.0
2202,Running,30.0
1302,Stretching,35.0
2119,Stretching,26.0
1299,Swimming,98.0
1941,Running,115.0
1246,Swimming,59.0
2157,Walking,101.0
2158,Running,31.0
1249,Stretching,114.0
1587,Walking,78.0
2212,Stretching,21.0
1915,Running,10.0
2053,HIIT,98.0
1833,Cycling,64.0
2284,Weightlifting,13.0
2230,HIIT,49.0
1891,Stretching,16.0
1534,Yoga,102.0
2232,Weightlifting,102.0
1728,Swimming,62.0
2454,Stretching,67.0
2276,Swimming,72.0
2431,Yoga,44.0
1475,Weightlifting,110.0
1101,Pilates,75.0
1310,Swimming,72.0
1012,Cycling,34.0
1897,Stretching,64.0
1046,Stretching,73.0
2146,Yoga,64.0
1046,Pilates,51.0
1270,Stretching,37.0
1925,Weightlifting,109.0
2435,HIIT,35.0
1645,Yoga,81.0
2193,Pilates,105.0
1998,Running,112.0
1530,Stretching,61.0
2177,Pilates,88.0
1402,Swimming,32.0
1606,Stretching,73.0
1118,Cycling,40.0
2264,Weightlifting,53.0
2186,Weightlifting,63.0
2337,Weightlifting,44.0
1618,Swimming,108.0
1511,Cycling,105.0
1395,HIIT,58.0
1702,Swimming,59.0
1119,Running,52.0
1974,HIIT,44.0
2309,Running,51.0
2305,Running,73.0
1890,Pilates,74.0
2437,Cycling,76.0
1786,Swimming,40.0
1812,Cycling,73.0
1727,Cycling,95.0
2364,HIIT,84.0
2342,Stretching,44.0
1987,Yoga,49.0
1134,Running,11.0
1916,Walking,34.0
2425,Cycling,115.0
2097,HIIT,51.0
1799,Weightlifting,44.0
1927,Swimming,54.0
1309,Cycling,27.0
1256,Walking,54.0
1723,Pilates,93.0
1845,Weightlifting,115.0
1259,Walking,19.0
2160,Cycling,120.0
1221,Running,93.0
2100,Yoga,68.0
2103,Stretching,81.0
1087,Yoga,76.0
1761,Weightlifting,51.0
2214,Weightlifting,76.0
1028,HIIT,25.0
1956,Pilates,111.0
1798,Stretching,81.0
1415,Walking,95.0
1203,Swimming,55.0
1024,HIIT,117.0
2160,Walking,30.0
1709,Yoga,117.0
2345,HIIT,95.0
1676,Swimming,49.0
1526,Pilates,108.0
1333,HIIT,44.0
2114,Swimming,38.0
1838,Swimming,40.0
1054,Weightlifting,27.0
1924,Swimming,48.0
1475,Yoga,71.0
1717,Swimming,85.0
1582,Running,48.0
2068,Walking,78.0
2342,Walking,19.0
1019,Weightlifting,39.0
1800,Yoga,99.0
1261,Weightlifting,30.0
1781,Pilates,11.0
1766,Pilates,35.0
1687,Weightlifting,105.0
1639,Pilates,94.0
1424,Yoga,26.0
1699,Weightlifting,91.0
1401,Running,86.0
1850,Swimming,76.0
2123,Cycling,18.0
2245,Cycling,67.0
2008,Swimming,61.0
2409,HIIT,66.0
2409,Cycling,14.0
1824,Running,83.0
1502,Cycling,30.0
1353,HIIT,19.0
1879,Yoga,42.0
1786,Weightlifting,50.0
1359,Stretching,103.0
1135,Walking,105.0
1566,Weightlifting,43.0
1278,Cycling,93.0
2100,Walking,59.0
1760,Pilates,69.0
2217,Pilates,99.0
1343,Yoga,11.0
2187,Walking,50.0
1106,Yoga,94.0
2154,Swimming,118.0
1863,Running,59.0
1200,HIIT,115.0
2007,HIIT,79.0
1045,Walking,27.0
2195,Pilates,54.0
2097,Pilates,24.0
1646,Swimming,67.0
1065,Weightlifting,58.0
1100,Stretching,111.0
1936,HIIT,78.0
1155,Weightlifting,33.0
1496,HIIT,38.0
1510,HIIT,38.0
1617,Weightlifting,49.0
1394,Cycling,90.0
1601,Stretching,17.0
1344,Running,79.0
1870,HIIT,46.0
1980,Running,22.0
2341,Stretching,71.0
1123,Swimming,42.0
2390,Stretching,110.0
1688,Pilates,93.0
1088,Yoga,108.0
1753,HIIT,11.0
1033,HIIT,78.0
1475,Yoga,58.0
1747,Stretching,48.0
2298,Swimming,42.0
1348,Yoga,82.0
2190,Pilates,43.0
2168,Swimming,107.0
2400,Cycling,94.0
1540,Stretching,88.0
1945,Running,101.0
1477,Yoga,33.0
2325,Walking,77.0
1270,Cycling,11.0
1818,Weightlifting,87.0
1574,Running,16.0
1384,Swimming,115.0
2489,Pilates,30.0
2030,Pilates,91.0
1967,Running,41.0
2253,Stretching,66.0
2146,Pilates,29.0
2043,Weightlifting,67.0
1110,HIIT,59.0
1385,Swimming,20.0
2178,Stretching,12.0
1840,Running,44.0
1475,Swimming,104.0
1171,Cycling,42.0
1509,Swimming,43.0
2400,HIIT,35.0
2095,Yoga,36.0
1564,Walking,18.0
2234,Stretching,14.0
1866,Yoga,49.0
2011,Weightlifting,105.0
2201,Stretching,60.0
1206,Walking,80.0
2468,Weightlifting,79.0
2192,HIIT,103.0
2000,Cycling,119.0
2039,Stretching,80.0
1584,Pilates,31.0
2495,Running,106.0
1386,Weightlifting,12.0
2062,Cycling,30.0
1768,Weightlifting,120.0
1685,Walking,71.0
1767,Yoga,45.0
1500,Walking,84.0
2033,Walking,33.0
2146,HIIT,41.0
1452,Weightlifting,92.0
1859,Pilates,14.0
2446,HIIT,69.0
1012,Cycling,73.0
1864,Stretching,106.0
1978,Running,75.0
1243,Weightlifting,101.0
2491,Walking,106.0
1421,Yoga,93.0
1328,Walking,77.0
2434,Swimming,104.0
2227,Walking,72.0
1597,Swimming,18.0
2409,Weightlifting,18.0
1626,Running,13.0
2029,Running,86.0
1945,Running,59.0
1840,Walking,39.0
1388,HIIT,42.0
2327,Running,59.0
1328,Yoga,79.0
1995,Running,11.0
1282,Walking,112.0
1513,HIIT,18.0
2259,Stretching,26.0
1492,Stretching,113.0
1976,Pilates,73.0
2045,Weightlifting,62.0
1631,Walking,106.0
1099,Weightlifting,91.0
1144,Yoga,56.0
1659,Weightlifting,53.0
2018,Pilates,93.0
2244,Cycling,51.0
2148,Yoga,72.0
1884,HIIT,98.0
2472,Cycling,93.0
1157,Walking,96.0
1748,Swimming,60.0
1236,Running,106.0
1474,Cycling,104.0
1972,HIIT,64.0
1146,Pilates,29.0
1153,Weightlifting,10.0
1020,Weightlifting,111.0
1163,Walking,64.0
1871,Cycling,86.0
1446,Pilates,68.0
2364,Swimming,63.0
2011,Swimming,52.0
2319,HIIT,81.0
1391,Weightlifting,84.0
1336,Swimming,28.0
1009,Yoga,41.0
1161,Cycling,116.0
2488,Cycling,111.0
2470,Walking,117.0
1327,Pilates,81.0
2076,Swimming,69.0
1368,Cycling,12.0
1065,Walking,112.0
1973,Pilates,33.0
2009,Weightlifting,23.0
1670,Cycling,82.0
1359,Pilates,93.0
1650,Stretching,48.0
1035,Stretching,114.0
2303,Yoga,36.0
1417,Walking,50.0
2152,Running,68.0
2253,Pilates,59.0
1615,Weightlifting,62.0
1519,HIIT,64.0
1945,Running,46.0
1876,Weightlifting,104.0
1898,HIIT,28.0
1003,Yoga,76.0
1728,HIIT,112.0
1761,Cycling,119.0
1720,Stretching,100.0
1560,Weightlifting,17.0
1420,HIIT,26.0
2321,Stretching,109.0
1466,Yoga,17.0
1294,Walking,92.0
1509,Running,111.0
1366,Stretching,51.0
1893,Cycling,113.0
1690,HIIT,120.0
1947,Running,66.0
1285,Cycling,73.0
2207,Cycling,86.0
1966,Swimming,11.0
1417,Cycling,58.0
2356,Weightlifting,84.0
1404,Pilates,50.0
1695,Cycling,108.0
1597,HIIT,85.0
2026,HIIT,107.0
1748,HIIT,116.0
1647,Pilates,87.0
1295,Yoga,45.0
1373,Weightlifting,49.0
1402,HIIT,44.0
2027,Stretching,111.0
1256,Stretching,54.0
2135,HIIT,22.0
1794,Stretching,56.0
1426,Walking,88.0
2247,Cycling,62.0
1111,HIIT,84.0
1915,Yoga,55.0
1798,Weightlifting,96.0
1499,Weightlifting,18.0
2416,Pilates,106.0
2279,Pilates,120.0
2358,Weightlifting,68.0
1650,Weightlifting,30.0
1398,Walking,77.0
1286,Pilates,35.0
1588,Pilates,10.0
1819,Weightlifting,101.0
1595,Pilates,33.0
1502,Running,19.0
1603,Cycling,81.0
2149,Stretching,36.0
2065,HIIT,95.0
2001,Weightlifting,44.0
2258,Pilates,97.0
1845,Running,43.0
1194,Swimming,30.0
2057,Stretching,65.0
1093,Weightlifting,86.0
1943,Cycling,67.0
2103,Walking,56.0
1470,Stretching,37.0
1343,Walking,30.0
1509,Cycling,95.0
1074,HIIT,90.0
1350,Running,62.0
1072,Stretching,78.0
1492,Pilates,38.0
1787,Cycling,100.0
1680,Stretching,33.0
1328,Weightlifting,53.0
1162,Walking,45.0
2349,Swimming,118.0
2247,Yoga,18.0
1867,Swimming,52.0
2219,Swimming,75.0
2183,HIIT,118.0
1451,Yoga,91.0
1042,Running,13.0
1406,Swimming,26.0
1539,HIIT,118.0
1424,Swimming,79.0
1271,Weightlifting,108.0
1026,Walking,29.0
1836,Running,19.0
1920,Pilates,107.0
2427,Cycling,39.0
1836,Weightlifting,84.0
1815,Running,36.0
1488,Running,87.0
1784,Walking,46.0
1996,HIIT,88.0
1262,Walking,22.0
1530,Cycling,50.0
1929,Stretching,101.0
2354,Pilates,86.0
1466,Yoga,10.0
1973,Walking,52.0
1168,Running,54.0
2283,Weightlifting,50.0
2390,Swimming,24.0
1695,Swimming,20.0
1408,HIIT,58.0
2498,Pilates,54.0
1773,Yoga,20.0
1116,Yoga,61.0
1478,Stretching,115.0
2169,Weightlifting,105.0
1728,Stretching,59.0
1083,Walking,37.0
1776,Yoga,76.0
2349,Running,21.0
2015,Running,23.0
1949,Swimming,87.0
1274,Pilates,38.0
1046,Yoga,56.0
1948,Running,84.0
2314,Weightlifting,83.0
2079,Stretching,71.0
2339,Yoga,32.0
1390,Running,45.0
1589,Swimming,61.0
1418,Walking,51.0
2120,Cycling,64.0
2364,Running,104.0
1520,Pilates,77.0
1813,Walking,68.0
2309,Swimming,18.0
1768,Running,39.0
1609,Cycling,22.0
2347,Pilates,98.0
2023,Cycling,118.0
1085,Weightlifting,71.0
2397,HIIT,33.0
1430,Pilates,44.0
2341,HIIT,83.0
1430,Running,99.0
1207,Pilates,109.0
1602,Stretching,13.0
1681,Stretching,52.0
1989,Running,82.0
1156,Stretching,37.0
2324,Weightlifting,65.0
1163,Yoga,33.0
1006,Yoga,78.0
1614,Swimming,93.0
1693,Walking,116.0
1451,Running,46.0
2452,Swimming,95.0
1103,Stretching,24.0
1077,Stretching,24.0
1538,Stretching,109.0
1142,Weightlifting,38.0
1018,Swimming,34.0
1774,Running,114.0
1095,Weightlifting,27.0
2319,Weightlifting,95.0
1052,Cycling,84.0
1697,Yoga,40.0
1658,Pilates,72.0
1786,Cycling,28.0
1843,Weightlifting,56.0
1186,Pilates,14.0
1635,Stretching,34.0
1789,Yoga,27.0
2142,Yoga,61.0
1437,Walking,93.0
2136,Stretching,60.0
1801,HIIT,43.0
1965,Pilates,47.0
2335,Pilates,85.0
2215,Pilates,43.0
1150,Cycling,26.0
1088,HIIT,57.0
2114,HIIT,32.0
1674,Pilates,54.0
1941,Walking,85.0
1559,Swimming,101.0
1805,Running,65.0
1012,Swimming,67.0
1661,Swimming,69.0
1381,Stretching,65.0
2101,Weightlifting,27.0
2334,Running,118.0
1442,Walking,50.0
1672,Running,68.0
2300,Pilates,43.0
2090,Running,65.0
2099,Weightlifting,17.0
1992,Yoga,78.0
1231,Yoga,12.0
1382,Stretching,70.0
2072,HIIT,67.0
1040,Running,36.0
1074,Swimming,35.0
1317,Pilates,102.0
1310,Yoga,29.0
1004,Swimming,24.0
1814,Cycling,10.0
1856,Cycling,25.0
1556,Stretching,39.0
1033,Running,21.0
2198,Pilates,106.0
2137,HIIT,47.0
1854,Pilates,89.0
1124,HIIT,17.0
1915,Cycling,12.0
1237,Stretching,75.0
2433,Running,54.0
1232,Stretching,62.0
1839,Pilates,97.0
1282,Yoga,96.0
1046,Running,115.0
1735,Cycling,33.0
1425,Pilates,10.0
2009,Swimming,117.0
1048,Running,90.0
1740,Cycling,85.0
1294,Running,55.0
1358,HIIT,61.0
2011,Running,16.0
2122,Pilates,81.0
2151,Cycling,35.0
2251,Walking,98.0
1167,Swimming,48.0
2159,Walking,14.0
1948,HIIT,53.0
2271,Running,78.0
1792,Pilates,42.0
1762,Weightlifting,100.0
1952,Cycling,52.0
1611,Cycling,67.0
1865,HIIT,51.0
1344,Cycling,34.0
1959,Running,119.0
1133,Walking,45.0
1840,Yoga,22.0
1913,Stretching,69.0
1158,Weightlifting,78.0
1861,Weightlifting,50.0
1019,Weightlifting,94.0
2439,HIIT,110.0
1714,Pilates,19.0
1626,Swimming,46.0
2404,Stretching,20.0
2073,Stretching,78.0
1786,Walking,58.0
2045,Weightlifting,66.0
2365,Running,57.0
1389,Walking,83.0
1573,Stretching,36.0
2039,Swimming,58.0
1041,Weightlifting,109.0
1313,Yoga,27.0
1240,HIIT,31.0
2402,Pilates,62.0
2429,Weightlifting,60.0
2128,Pilates,65.0
1884,Running,20.0
1574,Walking,19.0
1625,Pilates,34.0
2499,Running,79.0
2388,Cycling,44.0
2206,Stretching,111.0
1781,Cycling,56.0
1687,HIIT,99.0
1762,Walking,52.0
1600,HIIT,36.0
1666,Swimming,112.0
1717,HIIT,114.0
2089,Pilates,113.0
2164,Stretching,26.0
1040,HIIT,77.0
1514,Swimming,13.0
1769,Stretching,90.0
1031,Swimming,59.0
1201,Pilates,47.0
2100,Walking,13.0
1045,Swimming,20.0
1417,HIIT,75.0
1764,Running,34.0
2039,HIIT,51.0
1528,Yoga,100.0
2082,Pilates,27.0
1872,Running,22.0
1595,Stretching,83.0
1440,Swimming,81.0
2473,Cycling,115.0
2321,Yoga,99.0
1085,Yoga,23.0
2006,Running,13.0
2455,Weightlifting,13.0
1298,Walking,65.0
1619,Stretching,87.0
2062,Running,40.0
2134,Weightlifting,94.0
1560,Swimming,20.0
2031,Running,25.0
1181,Cycling,39.0
1946,HIIT,104.0
1931,Running,52.0
2294,Walking,88.0
1196,HIIT,60.0
2118,Weightlifting,48.0
2287,HIIT,59.0
2279,Swimming,47.0
1302,Stretching,73.0
1152,Stretching,93.0
1994,Yoga,55.0
2443,HIIT,59.0
1870,Running,85.0
1093,Cycling,70.0
2181,Weightlifting,77.0
1316,Weightlifting,12.0
1541,Swimming,28.0
1351,Stretching,87.0
1462,Running,115.0
1651,Yoga,112.0
1243,Swimming,18.0
1684,Weightlifting,118.0
2077,Walking,54.0
1433,Running,55.0
1080,Running,57.0
2297,Running,73.0
1779,Cycling,74.0
1499,Pilates,52.0
2339,Pilates,72.0
2206,Swimming,82.0
1287,Weightlifting,83.0
2070,Pilates,67.0
2254,Stretching,87.0
1060,Pilates,90.0
1404,Pilates,72.0
1782,Weightlifting,49.0
1314,Yoga,79.0
1006,Swimming,55.0
2476,Stretching,50.0
1205,Pilates,37.0
1231,Weightlifting,95.0
2446,Walking,49.0
1584,Pilates,15.0
1913,Running,36.0
1832,Yoga,39.0
1784,HIIT,27.0
2310,Stretching,51.0
1634,HIIT,85.0
2158,Pilates,32.0
1866,Swimming,100.0
2216,Pilates,79.0
1514,Running,110.0
2404,Pilates,42.0
1802,Walking,38.0
1903,Running,106.0
1087,Weightlifting,93.0
2461,HIIT,27.0
1102,Yoga,47.0
1726,Running,50.0
1821,Swimming,76.0
1858,Stretching,79.0
2247,Walking,61.0
1536,Walking,14.0
1772,HIIT,118.0
2234,Pilates,23.0
2168,Walking,78.0
1225,Pilates,66.0
2147,Cycling,79.0
1029,Stretching,59.0
2326,Weightlifting,35.0
1840,Walking,100.0
2062,Stretching,12.0
1336,Stretching,98.0
2317,Stretching,17.0
2026,Yoga,87.0
1288,Pilates,33.0
1102,Yoga,26.0
1318,Cycling,72.0
1385,HIIT,63.0
1151,HIIT,73.0
2143,HIIT,115.0
1308,Walking,33.0
2459,Weightlifting,97.0
1887,Stretching,45.0
1383,Swimming,47.0
1213,HIIT,21.0
1293,Weightlifting,98.0
2152,Cycling,114.0
2085,Yoga,53.0
1581,Swimming,71.0
1192,Cycling,102.0
1746,Cycling,28.0
1760,Walking,57.0
2250,Walking,22.0
1143,Pilates,74.0
1009,Running,91.0
2366,Pilates,99.0
1634,Walking,28.0
1970,HIIT,95.0
1151,Cycling,107.0
1957,Walking,69.0
2283,Cycling,64.0
2495,Stretching,17.0
1718,Running,120.0
1393,Weightlifting,83.0
1705,Running,61.0
2438,Stretching,62.0
1468,Yoga,58.0
2088,Running,105.0
2380,Stretching,31.0
1890,Stretching,74.0
1055,Cycling,103.0
1931,Cycling,69.0
2296,Walking,24.0
1757,Weightlifting,50.0
1889,HIIT,69.0
1522,Yoga,99.0
1908,Swimming,115.0
2484,Yoga,57.0
1865,Running,70.0
1040,Swimming,55.0
2468,Cycling,119.0
1844,Yoga,37.0
1017,Yoga,118.0
2304,Swimming,114.0
1304,Weightlifting,16.0
1455,Running,62.0
2453,Cycling,117.0
1364,Swimming,103.0
1157,Swimming,105.0
1549,Walking,45.0
1933,Weightlifting,17.0
1315,Weightlifting,17.0
2261,Yoga,91.0
2239,Walking,70.0
1380,Yoga,93.0
1156,Running,27.0
2046,Yoga,23.0
1473,Swimming,87.0
1209,Swimming,49.0
1774,Cycling,64.0
2425,Walking,61.0
2233,Swimming,113.0
1610,Walking,55.0
2110,Cycling,82.0
1889,Swimming,103.0
2122,Stretching,78.0
1792,Yoga,120.0
1576,Weightlifting,14.0
2246,Stretching,101.0
1325,Swimming,57.0
2357,Running,34.0
2415,Stretching,37.0
1455,Weightlifting,82.0
2156,Yoga,77.0
1609,Stretching,106.0
1371,Weightlifting,12.0
2477,Weightlifting,75.0
1790,Yoga,61.0
2016,Walking,112.0
1484,Cycling,99.0
1394,Yoga,53.0
2229,Cycling,91.0
1078,HIIT,114.0
1072,Cycling,92.0
1758,HIIT,94.0
1495,Swimming,109.0
1334,Yoga,37.0
2248,Stretching,47.0
1645,Weightlifting,73.0
1339,Weightlifting,51.0
1500,Cycling,15.0
1500,HIIT,59.0
1819,Pilates,44.0
1983,HIIT,112.0
1112,HIIT,26.0
1005,Yoga,13.0
1848,Swimming,51.0
2293,Cycling,83.0
1330,Weightlifting,56.0
1639,Swimming,115.0
1250,Weightlifting,28.0
1426,Yoga,53.0
1389,Cycling,101.0
1224,Weightlifting,41.0
2214,Cycling,80.0
2432,HIIT,109.0
2045,Running,47.0
1348,Pilates,75.0
1283,Running,117.0
1845,Stretching,36.0
1950,Stretching,72.0
1093,Running,31.0
2210,HIIT,66.0
1751,Walking,52.0
1489,Running,41.0
2362,Cycling,78.0
1344,Stretching,36.0
2036,Yoga,19.0
1093,Yoga,62.0
1205,Walking,39.0
2429,Cycling,41.0
1170,Swimming,48.0
1180,Walking,56.0
1795,Running,44.0
2021,Running,94.0
1290,Weightlifting,82.0
2345,Swimming,17.0
1595,HIIT,117.0
2088,HIIT,78.0
2273,Running,67.0
1303,HIIT,38.0
2362,Swimming,112.0
1765,Walking,22.0
1702,Running,39.0
1792,HIIT,84.0
1954,Walking,92.0
1506,Walking,109.0
1098,Pilates,77.0
1320,Stretching,77.0
1730,Weightlifting,49.0
2498,Walking,32.0
1974,Cycling,99.0
1600,Pilates,86.0
1969,Walking,29.0
1610,Stretching,61.0
1845,Swimming,61.0
1530,Running,116.0
2441,Yoga,21.0
1449,Swimming,70.0
1064,Pilates,106.0
2449,Running,94.0
1675,Yoga,103.0
2482,Cycling,30.0
2083,HIIT,54.0
2096,Cycling,51.0
1975,Running,77.0
1635,Pilates,46.0
2163,HIIT,102.0
1773,Weightlifting,22.0
1251,Pilates,28.0
1788,Walking,39.0
1242,HIIT,35.0
1107,Weightlifting,110.0
1851,Weightlifting,31.0
2356,Yoga,82.0
2265,Walking,120.0
1998,Stretching,12.0
1029,Walking,33.0
1681,HIIT,42.0
2356,Pilates,98.0
1348,HIIT,50.0
1974,Stretching,75.0
1834,Pilates,40.0
2215,Walking,19.0
1336,Pilates,31.0
2291,Running,76.0
2435,Stretching,88.0
2352,Stretching,67.0
2460,Yoga,106.0
1860,Pilates,16.0
2096,Cycling,72.0
1218,Weightlifting,41.0
1912,HIIT,67.0
1588,Pilates,61.0
2436,HIIT,12.0
1822,Swimming,86.0
1236,Weightlifting,26.0
2111,Cycling,71.0
2351,Walking,61.0
2045,Walking,27.0
1248,Walking,70.0
1464,Weightlifting,23.0
1493,Pilates,81.0
1209,Running,107.0
2291,Stretching,13.0
1402,Yoga,60.0
2301,Running,33.0
1832,Running,103.0
2200,Pilates,89.0
2285,Running,34.0
1095,Swimming,39.0
1126,Pilates,67.0
2369,Weightlifting,78.0
2293,Yoga,119.0
1291,Stretching,28.0
1113,Yoga,53.0
1439,HIIT,96.0
2311,Stretching,20.0
1972,Pilates,24.0
1373,Cycling,103.0
1955,Swimming,97.0
1097,Swimming,22.0
2347,HIIT,59.0
2482,Cycling,89.0
1594,Cycling,88.0
1751,Walking,54.0
1497,Running,115.0
1595,Stretching,116.0
1807,HIIT,19.0
2269,Stretching,104.0
1728,Yoga,48.0
1183,Yoga,70.0
1610,Cycling,90.0
1764,Pilates,102.0
1071,Yoga,63.0
1965,Weightlifting,118.0
1197,Running,100.0
1797,Stretching,107.0
2270,HIIT,120.0
2102,Walking,65.0
1219,Running,78.0
1627,Swimming,20.0
1004,Yoga,25.0
2438,Weightlifting,74.0
2244,Stretching,96.0
1646,Running,31.0
1400,Cycling,31.0
2339,Walking,98.0
2149,Weightlifting,61.0
1040,Running,89.0
1623,Weightlifting,31.0
2332,Stretching,113.0
2462,Swimming,35.0
2216,Swimming,112.0
2349,Yoga,10.0
1087,Stretching,80.0
1398,Cycling,110.0
1323,Stretching,17.0
1888,Cycling,62.0
1837,Stretching,20.0
1061,Stretching,53.0
2215,Cycling,62.0
2361,Swimming,58.0
1277,Running,74.0
1747,Pilates,63.0
1740,Cycling,109.0
2275,Swimming,40.0
2111,Walking,107.0
1074,Walking,94.0
2359,Swimming,24.0
1768,HIIT,63.0
1133,Pilates,50.0
1414,Yoga,99.0
1496,Yoga,111.0
2168,Swimming,115.0
1492,Stretching,113.0
1738,Pilates,108.0
1620,Cycling,79.0
2493,Yoga,67.0
2048,Running,13.0
1608,Yoga,40.0
1987,Weightlifting,29.0
1528,Walking,93.0
2419,Weightlifting,93.0
2052,Weightlifting,43.0
1694,Cycling,70.0
1426,Pilates,55.0
2372,Cycling,48.0
1138,Cycling,31.0
2197,Walking,14.0
1882,Weightlifting,81.0
1656,Running,15.0
2020,HIIT,29.0
1353,Running,11.0
1839,HIIT,98.0
2477,Cycling,105.0
1021,Walking,71.0
1038,Pilates,111.0
2055,Weightlifting,30.0
2292,Pilates,27.0
1388,HIIT,36.0
2133,HIIT,101.0
2215,Pilates,14.0
1243,Walking,112.0
1164,Pilates,59.0
1235,Running,53.0
1289,Pilates,38.0
1808,Walking,37.0
1682,Swimming,49.0
2394,Stretching,41.0
2453,Walking,92.0
2452,Pilates,34.0
2142,Walking,110.0
2271,Weightlifting,110.0
1088,Pilates,87.0
1678,Weightlifting,116.0
1453,Walking,19.0
1606,Pilates,116.0
1519,HIIT,20.0
2477,Walking,104.0
1816,Swimming,20.0
1825,Weightlifting,97.0
2030,HIIT,32.0
2195,Stretching,59.0
1719,HIIT,73.0
1778,HIIT,19.0
2134,Yoga,58.0
2316,Cycling,107.0
1480,Pilates,29.0
2201,Stretching,85.0
1435,Pilates,113.0
1724,Stretching,88.0
2273,Walking,95.0
2146,Cycling,99.0
2332,Stretching,48.0
2080,Yoga,55.0
1673,Stretching,22.0
1991,Swimming,110.0
1451,Stretching,28.0
1847,HIIT,105.0
1642,HIIT,20.0
1588,Cycling,116.0
1097,HIIT,48.0
1090,Stretching,109.0
2372,Pilates,115.0
1494,Weightlifting,52.0
2372,Running,33.0
1517,Swimming,60.0
2000,HIIT,10.0
1189,Cycling,119.0
1181,Swimming,23.0
1028,Running,24.0
1988,Weightlifting,119.0
1500,Pilates,44.0
1490,Running,56.0
1714,Swimming,40.0
2022,Pilates,34.0
2380,Swimming,63.0
2382,Walking,72.0
1798,Running,87.0
2460,Yoga,34.0
2383,Walking,60.0
1309,Yoga,103.0
1382,HIIT,108.0
2398,Stretching,54.0
1868,Stretching,46.0
1149,Yoga,116.0
1613,HIIT,29.0
1516,Stretching,44.0
2461,Yoga,17.0
1447,Weightlifting,46.0
1139,Stretching,80.0
1552,Yoga,115.0
1492,Yoga,98.0
1942,Cycling,26.0
1998,Swimming,82.0
2110,Walking,105.0
2003,HIIT,85.0
2419,Walking,13.0
1223,Swimming,31.0
1898,Weightlifting,31.0
1351,Pilates,33.0
2041,HIIT,82.0
2170,Walking,91.0
1667,Yoga,113.0
2081,Cycling,86.0
1067,Cycling,80.0
2206,Cycling,112.0
1616,Pilates,106.0
1687,Weightlifting,22.0
1764,Yoga,65.0
1671,HIIT,75.0
1013,HIIT,119.0
2198,HIIT,30.0
1514,Walking,63.0
2032,Cycling,49.0
2369,Running,70.0
1709,Pilates,81.0
1895,Pilates,73.0
2136,Stretching,91.0
2456,Walking,63.0
1402,Weightlifting,23.0
1546,Pilates,83.0
2080,Pilates,112.0
1419,Swimming,44.0
1612,Pilates,54.0
2207,Stretching,100.0
1592,HIIT,78.0
1537,Running,48.0
1931,Stretching,58.0
1822,Running,115.0
1486,Weightlifting,77.0
2407,Running,79.0
1770,Running,56.0
1444,Weightlifting,20.0
2339,HIIT,55.0
2357,Yoga,110.0
1321,Walking,74.0
1767,Yoga,90.0
2094,Walking,34.0
2241,Running,60.0
2051,Swimming,67.0
1528,HIIT,116.0
2444,Cycling,115.0
1699,Swimming,116.0
1118,Cycling,85.0
1148,Running,84.0
1314,Cycling,22.0
1640,Walking,18.0
2353,Pilates,107.0
1770,Pilates,18.0
1510,Weightlifting,106.0
1242,Running,61.0
1741,Cycling,94.0
1577,Walking,93.0
1359,Stretching,51.0
1766,Stretching,77.0
1245,Swimming,102.0
1918,HIIT,47.0
1434,Pilates,115.0
1121,Pilates,34.0
1637,Cycling,104.0
2324,Swimming,27.0
1138,HIIT,50.0
1549,Swimming,16.0
2285,Yoga,48.0
1504,Weightlifting,105.0
1669,Running,87.0
1252,Running,47.0
1662,Cycling,21.0
2437,Cycling,11.0
1772,Running,51.0
1661,HIIT,65.0
1397,HIIT,91.0
1626,Swimming,89.0
1689,Walking,78.0
1172,Weightlifting,116.0
2430,Yoga,108.0
1297,Stretching,41.0
1174,Swimming,101.0
1579,Stretching,93.0
2128,Swimming,107.0
1081,Weightlifting,87.0
1202,HIIT,70.0
