UserID,PostureScore,AlertTriggered,AlertTriggeredDate
1076,50.0,No,
1260,97.0,Yes,2025-12-05
1685,63.0,No,
1073,84.0,No,
1554,99.0,No,
1106,86.0,Yes,2025-07-23
1905,90.0,No,
1304,78.0,No,
1259,,Yes,2025-12-02
1144,50.0,Yes,2025-09-20
1167,83.0,No,
1522,59.0,No,
1926,93.0,No,
1222,62.0,Yes,
1248,80.0,Yes,2025-07-26
1931,79.0,Yes,2025-09-09
2447,81.0,No,
1558,56.0,Yes,2025-02-14
1173,73.0,Yes,2025-10-25
1528,94.0,Yes,2025-01-02
1493,74.0,No,
2268,100.0,No,
2257,96.0,Yes,2025-05-13
1336,57.0,No,
1214,54.0,No,
2005,96.0,No,
2345,,No,
1249,98.0,No,
1703,77.0,Yes,2025-12-03
1294,71.0,Yes,2025-09-13
1487,67.0,Yes,
1846,,No,
2372,94.0,No,
1364,68.0,Yes,2025-11-05
1759,100.0,No,
1012,72.0,No,
1250,61.0,No,
2069,53.0,No,
1491,54.0,No,
1544,72.0,No,
2356,,Yes,2025-06-17
2486,65.0,No,
1558,63.0,Yes,2025-08-18
1045,57.0,No,
2066,,No,
1961,82.0,No,
2242,83.0,No,
2097,82.0,Yes,
1132,68.0,No,
2115,61.0,Yes,2025-09-10
1631,99.0,No,
1585,,Yes,2025-03-02
1618,,No,
2059,72.0,Yes,2025-08-19
2337,69.0,Yes,2025-02-16
1906,,No,
1490,67.0,No,
1403,73.0,No,
1957,67.0,No,
2277,97.0,No,
1672,96.0,No,
1732,93.0,Yes,2025-09-22
2434,55.0,No,
1541,61.0,No,
1023,95.0,No,
2483,82.0,No,
2394,63.0,Yes,2025-08-17
2052,69.0,No,
1853,67.0,No,
2157,77.0,Yes,2025-09-30
1032,84.0,No,
2047,91.0,Yes,
1920,,No,
1127,57.0,Yes,2025-01-06
1212,83.0,Yes,2025-11-13
1497,,Yes,2025-05-23
2070,56.0,Yes,2025-11-20
1609,97.0,Yes,2025-12-21
2096,94.0,No,
1545,65.0,No,
1214,66.0,No,
1135,86.0,No,
1822,95.0,Yes,2025-07-18
2405,100.0,No,
1592,94.0,Yes,2025-06-02
2448,,Yes,2025-06-14
2370,51.0,Yes,2025-06-07
2025,89.0,Yes,2025-08-01
2323,65.0,No,
2350,,Yes,2025-08-23
2250,61.0,Yes,2025-01-21
1748,51.0,Yes,2025-01-30
1822,93.0,No,
1477,59.0,Yes,2025-05-08
1294,77.0,No,
2259,96.0,No,
1220,80.0,Yes,2025-05-11
1706,88.0,Yes,2025-03-30
1844,74.0,No,
1288,66.0,No,
2112,,Yes,2025-06-30
1710,87.0,No,
1705,98.0,Yes,2025-11-22
1010,65.0,No,
2265,73.0,No,
1984,91.0,No,
1753,52.0,Yes,2025-04-11
1072,87.0,Yes,2025-07-06
2322,50.0,No,
2358,,No,
1453,55.0,No,
1077,100.0,Yes,2025-04-22
2086,53.0,Yes,2025-09-26
1330,99.0,No,
1615,,No,
1508,68.0,No,
2212,63.0,No,
1968,88.0,No,
2036,63.0,Yes,2025-03-02
2335,100.0,Yes,2025-05-30
1626,81.0,Yes,2025-07-07
2386,,Yes,2025-03-25
1101,62.0,Yes,2025-08-23
1572,75.0,Yes,2025-11-20
1323,91.0,No,
2156,52.0,No,
1530,65.0,No,
1609,61.0,Yes,2025-11-02
1912,92.0,No,
2130,88.0,No,
2265,52.0,No,
1651,99.0,Yes,2025-02-01
1439,60.0,No,
1481,50.0,Yes,2025-02-21
1349,,No,
2154,62.0,Yes,
1137,96.0,No,
2475,68.0,Yes,2025-06-05
2036,77.0,Yes,
1544,98.0,No,
2182,72.0,Yes,2025-01-24
2330,55.0,No,
1198,87.0,No,
1167,89.0,No,
1153,94.0,No,
2069,80.0,Yes,2025-09-12
1280,67.0,No,
1158,63.0,No,
1925,71.0,Yes,2025-12-22
1712,75.0,No,
1418,74.0,No,
1742,68.0,No,
2322,71.0,No,
1940,59.0,No,
2262,,Yes,2025-08-11
1016,80.0,Yes,2025-12-09
1320,77.0,No,
2035,75.0,Yes,
1897,86.0,No,
1412,72.0,No,
2068,63.0,No,
1836,52.0,No,
1375,83.0,Yes,2025-07-31
2339,86.0,Yes,2025-07-14
1341,77.0,Yes,2025-09-10
1860,,No,
1929,,Yes,2025-12-19
2453,53.0,Yes,2025-12-28
1410,52.0,Yes,2025-11-03
1067,55.0,Yes,2025-10-19
1737,73.0,No,
2090,62.0,Yes,2025-07-18
2401,73.0,Yes,2025-04-06
2289,71.0,No,
1653,65.0,Yes,2025-08-22
2315,,No,
2490,85.0,No,
1066,90.0,Yes,2025-01-26
2091,80.0,Yes,2025-06-14
1099,70.0,Yes,2025-09-05
2125,78.0,No,
1152,82.0,No,
2455,65.0,No,
2048,83.0,No,
2206,52.0,Yes,2025-12-10
2211,55.0,Yes,2025-05-28
1111,62.0,Yes,2025-03-24
1605,78.0,Yes,2025-09-11
1287,79.0,Yes,2025-02-01
1933,80.0,Yes,2025-07-13
1748,64.0,No,
1617,58.0,Yes,2025-05-16
2162,87.0,No,
2149,97.0,Yes,2025-05-13
2171,77.0,No,
2222,87.0,No,
2313,79.0,Yes,2025-07-02
2109,50.0,No,
1777,68.0,Yes,2025-04-11
1961,61.0,Yes,2025-01-06
2159,73.0,Yes,2025-12-12
1051,79.0,Yes,2025-03-21
2115,76.0,No,
2339,75.0,No,
1185,68.0,No,
1978,55.0,No,
2495,91.0,No,
2276,69.0,Yes,2025-10-07
2012,84.0,No,
1591,50.0,No,
2270,82.0,No,
1143,61.0,No,
1032,72.0,No,
2453,75.0,No,
1794,92.0,No,
1939,96.0,No,
1265,84.0,Yes,2025-11-26
2269,86.0,Yes,2025-05-11
2257,83.0,No,
1631,72.0,No,
1934,56.0,Yes,2025-01-31
1212,90.0,Yes,2025-10-27
2157,91.0,No,
1286,78.0,No,
1729,98.0,No,
1366,50.0,No,
2469,65.0,Yes,2025-02-25
1963,51.0,Yes,2025-09-29
2102,58.0,Yes,2025-01-30
2169,81.0,Yes,2025-04-23
1718,74.0,Yes,2025-01-27
2027,68.0,Yes,2025-02-02
2271,85.0,No,
1782,62.0,No,
2241,73.0,No,
1053,,Yes,2025-03-01
2256,90.0,No,
1440,91.0,No,
1946,60.0,No,
1684,89.0,Yes,
1039,68.0,No,
2463,92.0,No,
1607,76.0,No,
2218,55.0,No,
2409,59.0,No,
1919,53.0,No,
2327,67.0,Yes,2025-11-08
1748,50.0,Yes,2025-01-09
1180,59.0,No,
1880,56.0,Yes,
1847,96.0,Yes,2025-09-19
2108,57.0,No,
1173,62.0,No,
1600,74.0,Yes,2025-01-03
2067,81.0,No,
2430,54.0,No,
1965,,No,
1669,52.0,Yes,2025-09-15
1759,,No,
2111,,No,
1538,73.0,Yes,2025-09-26
1694,88.0,No,
1907,61.0,Yes,2025-11-04
1467,85.0,No,
1564,88.0,Yes,2025-02-10
1350,86.0,No,
1268,93.0,No,
2358,70.0,Yes,2025-11-11
1394,64.0,No,
1899,94.0,No,
2370,,No,
2097,62.0,Yes,2025-10-25
2458,83.0,No,
1921,95.0,No,
1391,95.0,No,
2042,66.0,Yes,2025-07-15
2033,,Yes,2025-09-14
1807,88.0,No,
1575,63.0,Yes,2025-07-06
1727,62.0,No,
1573,97.0,No,
1122,59.0,No,
1067,70.0,Yes,2025-07-21
1208,71.0,No,
1442,98.0,No,
2441,98.0,No,
2213,94.0,No,
2229,57.0,No,
1606,59.0,No,
1688,94.0,No,
1278,71.0,No,
1619,99.0,Yes,
1044,84.0,Yes,2025-08-12
1717,73.0,No,
1878,87.0,No,
1467,84.0,Yes,2025-05-11
1799,,Yes,2025-03-23
1763,100.0,No,
1879,75.0,Yes,2025-03-22
1092,,Yes,2025-06-10
1878,58.0,Yes,2025-12-23
1794,83.0,Yes,2025-03-12
1221,50.0,No,
2358,57.0,Yes,2025-09-25
1813,91.0,No,
1385,78.0,Yes,2025-04-13
1106,71.0,No,
1141,90.0,Yes,2025-05-23
2046,84.0,No,
2367,75.0,No,
1033,50.0,No,
2310,90.0,Yes,2025-08-30
1196,68.0,Yes,2025-03-27
2048,54.0,Yes,2025-08-21
1084,,Yes,2025-08-24
1521,88.0,No,
1451,62.0,No,
2198,82.0,No,
1057,64.0,Yes,2025-03-19
1280,70.0,No,
1573,97.0,Yes,2025-10-25
1404,60.0,Yes,2025-04-08
1498,50.0,Yes,2025-07-14
2202,90.0,No,
1302,61.0,No,
2119,95.0,No,
1299,78.0,Yes,2025-08-29
1941,68.0,Yes,
1246,95.0,Yes,
2157,99.0,No,
2417,,No,
2158,67.0,Yes,2025-11-07
1249,93.0,Yes,2025-10-04
1587,66.0,No,
2212,63.0,No,
1915,79.0,No,
2053,80.0,Yes,2025-05-11
1833,73.0,No,
2284,99.0,Yes,2025-03-27
2230,84.0,Yes,2025-05-19
1891,88.0,Yes,2025-07-19
1534,92.0,No,
2232,70.0,Yes,2025-08-06
1728,91.0,Yes,2025-09-19
2454,74.0,No,
2276,97.0,Yes,2025-07-18
2431,58.0,Yes,2025-05-14
1475,96.0,No,
1101,50.0,Yes,2025-02-16
1310,100.0,Yes,2025-04-17
1012,73.0,Yes,
1897,98.0,No,
1046,63.0,Yes,2025-04-30
2146,53.0,Yes,2025-07-11
1046,94.0,Yes,2025-10-17
2481,,No,
1270,86.0,No,
1925,60.0,Yes,2025-10-28
2435,100.0,Yes,2025-07-23
1645,91.0,No,
2193,66.0,No,
1998,62.0,No,
1530,88.0,Yes,
2177,52.0,No,
1402,62.0,No,
1606,93.0,Yes,2025-04-06
1118,52.0,Yes,2025-12-24
2264,90.0,No,
2186,75.0,No,
2337,55.0,No,
1618,81.0,Yes,
1511,80.0,Yes,2025-03-25
1395,54.0,No,
1702,53.0,Yes,2025-03-28
1119,64.0,No,
1974,64.0,No,
2309,71.0,No,
2305,64.0,No,
1890,64.0,Yes,2025-01-06
2437,78.0,Yes,2025-11-27
1786,53.0,No,
1812,51.0,No,
1727,53.0,Yes,2025-02-27
2364,57.0,Yes,2025-11-07
2342,58.0,No,
1987,66.0,No,
1784,,Yes,2025-10-24
1134,84.0,Yes,2025-06-12
1916,79.0,Yes,
2425,77.0,No,
2097,79.0,No,
1799,90.0,No,
1103,,Yes,2025-07-21
1927,64.0,No,
1309,50.0,Yes,2025-06-23
1256,51.0,Yes,2025-02-11
1723,68.0,Yes,2025-04-26
1845,53.0,No,
1259,65.0,No,
2160,52.0,Yes,2025-04-16
1221,51.0,Yes,2025-12-09
2100,91.0,No,
2103,75.0,Yes,
1087,83.0,No,
1761,80.0,No,
2214,57.0,Yes,2025-10-04
1028,83.0,No,
1956,99.0,No,
1798,99.0,No,
1415,60.0,Yes,2025-12-22
1203,92.0,No,
1024,72.0,No,
2160,51.0,No,
1709,72.0,Yes,2025-10-07
2345,93.0,Yes,2025-01-30
1676,90.0,Yes,
1526,73.0,No,
1333,66.0,Yes,2025-09-22
2114,84.0,No,
1838,63.0,No,
1054,79.0,No,
1924,80.0,Yes,2025-11-23
1475,72.0,Yes,2025-05-11
1717,98.0,No,
1582,60.0,Yes,2025-11-16
2068,56.0,No,
2342,81.0,Yes,2025-04-07
2009,,Yes,2025-08-05
1019,54.0,No,
1800,55.0,No,
1261,85.0,Yes,2025-09-04
1781,96.0,No,
1766,76.0,No,
1687,71.0,No,
1348,,No,
1639,95.0,No,
1424,52.0,Yes,2025-12-13
1699,63.0,Yes,2025-10-14
1401,78.0,No,
1850,76.0,No,
2123,94.0,Yes,
2245,66.0,No,
2008,69.0,Yes,2025-12-10
2409,80.0,Yes,2025-07-13
2409,81.0,Yes,2025-02-14
1824,72.0,Yes,2025-10-05
1502,90.0,Yes,2025-05-18
1353,86.0,Yes,2025-05-08
1879,88.0,No,
1786,84.0,Yes,2025-07-03
1359,55.0,No,
1135,69.0,No,
1566,82.0,Yes,
1102,,No,
1278,69.0,Yes,2025-11-29
2100,52.0,No,
1760,74.0,Yes,2025-06-16
2217,95.0,Yes,2025-04-27
1343,67.0,No,
2187,91.0,Yes,2025-05-04
1106,86.0,Yes,2025-10-27
2154,51.0,No,
1863,98.0,No,
1200,69.0,Yes,2025-11-16
2007,98.0,No,
1045,88.0,No,
2195,58.0,Yes,2025-02-22
2097,86.0,Yes,2025-06-02
1646,97.0,Yes,2025-05-27
1065,54.0,No,
2088,,No,
1100,85.0,No,
1936,74.0,Yes,2025-07-04
1155,52.0,No,
1496,78.0,No,
1510,99.0,No,
1617,50.0,Yes,2025-09-20
1394,59.0,Yes,2025-11-10
1601,54.0,No,
1344,98.0,Yes,2025-10-29
1870,63.0,No,
1980,97.0,No,
2341,79.0,Yes,2025-07-21
1123,92.0,Yes,2025-11-15
2390,100.0,Yes,2025-06-17
1688,50.0,Yes,2025-12-07
1088,81.0,Yes,2025-08-14
1753,70.0,No,
1033,100.0,Yes,2025-07-28
1475,81.0,Yes,2025-04-07
1747,97.0,Yes,2025-12-25
2298,77.0,Yes,2025-06-28
1348,75.0,No,
2190,61.0,No,
2168,63.0,No,
2400,61.0,Yes,2025-12-11
1540,55.0,No,
1945,75.0,No,
1477,74.0,No,
2325,77.0,Yes,2025-06-03
1270,91.0,No,
1215,,No,
1818,84.0,Yes,2025-12-03
1574,64.0,Yes,2025-05-09
1384,93.0,No,
2489,54.0,Yes,2025-09-15
2030,66.0,No,
1967,92.0,No,
2253,79.0,Yes,2025-04-08
2146,58.0,Yes,2025-02-02
2043,96.0,No,
1110,61.0,No,
1385,68.0,Yes,2025-09-06
2178,53.0,No,
1840,96.0,No,
1475,89.0,No,
1171,77.0,Yes,2025-01-06
1509,53.0,No,
2400,89.0,Yes,2025-01-07
2095,88.0,Yes,2025-12-21
1720,,No,
1564,95.0,Yes,2025-02-15
1137,,No,
2234,71.0,No,
1866,59.0,No,
2011,96.0,No,
2201,57.0,Yes,2025-02-19
1206,76.0,No,
2468,94.0,No,
2192,63.0,No,
2000,62.0,Yes,2025-09-21
1384,,No,
2039,82.0,No,
1584,63.0,No,
2350,,No,
2495,94.0,No,
1386,79.0,Yes,2025-07-15
2062,86.0,No,
1768,93.0,Yes,2025-07-01
1685,53.0,No,
1767,60.0,No,
1500,98.0,No,
2033,80.0,No,
2146,79.0,Yes,2025-07-29
1452,88.0,Yes,2025-09-01
1859,97.0,No,
2446,95.0,No,
1012,68.0,No,
1864,79.0,Yes,2025-12-30
1830,,No,
1978,68.0,Yes,2025-01-01
1243,71.0,No,
2491,69.0,No,
1421,92.0,Yes,2025-10-20
1328,82.0,No,
2434,98.0,Yes,2025-10-28
2227,74.0,Yes,2025-09-16
1597,88.0,Yes,2025-05-24
2409,77.0,Yes,2025-07-09
1626,84.0,Yes,2025-10-27
2029,51.0,Yes,2025-02-16
1945,82.0,Yes,2025-09-14
1840,77.0,No,
1388,69.0,Yes,2025-03-03
2327,64.0,Yes,2025-09-10
1328,92.0,Yes,2025-09-16
1995,62.0,No,
1282,81.0,No,
1513,87.0,Yes,2025-03-02
2259,95.0,Yes,2025-02-09
1492,85.0,Yes,2025-12-03
1976,79.0,Yes,2025-02-23
2045,98.0,No,
1631,91.0,Yes,2025-04-04
1099,90.0,No,
1144,69.0,Yes,2025-11-06
1659,93.0,No,
2018,79.0,No,
2244,72.0,No,
2148,96.0,Yes,2025-04-28
1884,55.0,No,
2472,85.0,Yes,2025-08-02
1157,67.0,Yes,2025-03-23
1748,72.0,Yes,2025-11-09
1674,,No,
2165,,Yes,2025-03-19
1236,56.0,Yes,2025-06-25
1474,90.0,No,
1972,68.0,Yes,2025-04-26
1037,,No,
1146,89.0,No,
1153,90.0,Yes,2025-11-02
1020,68.0,Yes,2025-10-13
1163,50.0,Yes,2025-11-03
1871,60.0,Yes,2025-05-31
1953,,Yes,2025-06-07
1446,100.0,No,
2364,77.0,No,
2011,93.0,No,
2319,82.0,Yes,
2280,,No,
1978,,No,
1391,91.0,No,
1336,55.0,No,
1009,99.0,No,
1161,74.0,No,
2488,67.0,Yes,2025-01-01
2470,78.0,Yes,2025-10-21
1327,71.0,No,
2076,83.0,No,
1368,64.0,Yes,2025-07-20
1065,99.0,Yes,2025-11-03
1973,65.0,No,
2009,90.0,Yes,2025-01-16
1670,55.0,No,
1359,51.0,Yes,2025-04-26
1650,61.0,Yes,2025-08-30
1035,65.0,No,
2303,57.0,Yes,2025-03-09
1417,56.0,Yes,2025-05-24
2152,69.0,Yes,2025-12-26
2253,98.0,No,
1615,59.0,No,
2139,,No,
1519,77.0,Yes,2025-11-10
1945,90.0,Yes,2025-04-06
1876,95.0,Yes,2025-09-05
1898,55.0,No,
1003,77.0,Yes,2025-02-07
1728,96.0,No,
1761,70.0,Yes,2025-07-28
1720,69.0,No,
1560,92.0,No,
1420,72.0,Yes,2025-10-21
2321,61.0,Yes,2025-08-09
1466,91.0,Yes,2025-12-22
1294,92.0,Yes,2025-10-05
2432,,Yes,2025-12-23
1509,54.0,No,
1366,99.0,Yes,2025-08-28
1893,57.0,Yes,2025-10-16
1690,54.0,No,
1947,53.0,Yes,2025-09-24
1285,82.0,Yes,
2207,58.0,No,
1966,50.0,No,
1417,57.0,Yes,2025-06-15
2356,84.0,No,
1404,72.0,No,
1695,75.0,Yes,2025-02-06
1597,84.0,Yes,2025-12-14
2026,54.0,Yes,2025-10-31
1748,66.0,No,
2048,,No,
1647,84.0,No,
1295,76.0,No,
1373,60.0,No,
1402,71.0,No,
2027,99.0,Yes,
1256,53.0,No,
2135,53.0,No,
1794,69.0,No,
2410,,Yes,2025-08-30
1426,55.0,Yes,2025-09-01
2247,69.0,Yes,2025-05-29
1111,63.0,No,
1915,81.0,No,
1901,,No,
1798,53.0,No,
1499,50.0,No,
2416,100.0,No,
2279,52.0,No,
2358,56.0,Yes,2025-06-26
1683,,Yes,2025-03-06
1650,86.0,No,
1398,58.0,Yes,2025-11-23
1286,98.0,Yes,2025-05-14
1588,100.0,No,
1819,90.0,Yes,2025-07-22
1595,57.0,Yes,2025-03-23
1502,67.0,Yes,2025-03-06
1603,97.0,No,
2149,73.0,No,
2065,99.0,No,
2001,99.0,Yes,2025-10-10
2258,95.0,Yes,2025-12-13
1845,62.0,Yes,2025-03-25
2038,,Yes,2025-04-19
1194,71.0,Yes,2025-11-10
2057,98.0,No,
1093,98.0,No,
1483,,No,
1943,63.0,No,
2103,99.0,Yes,2025-11-17
1470,93.0,Yes,2025-12-06
1343,62.0,No,
1509,80.0,No,
1074,84.0,No,
1350,70.0,No,
1072,95.0,Yes,2025-08-01
1492,53.0,Yes,2025-03-06
1787,78.0,No,
1680,66.0,No,
1328,67.0,Yes,2025-02-24
2044,,No,
2019,,No,
1162,95.0,Yes,2025-12-28
2349,87.0,Yes,2025-09-22
2247,87.0,No,
1867,95.0,Yes,2025-01-15
2219,84.0,No,
2183,70.0,No,
1451,79.0,Yes,2025-10-04
1042,96.0,Yes,2025-02-09
1406,73.0,No,
1539,75.0,No,
1424,86.0,Yes,2025-04-23
1271,79.0,No,
1026,61.0,Yes,
1836,100.0,Yes,2025-05-27
1920,52.0,No,
1852,,No,
2427,60.0,Yes,2025-05-31
1836,50.0,Yes,2025-06-30
1815,91.0,Yes,2025-08-12
1488,60.0,No,
1784,69.0,No,
1996,63.0,No,
2239,,No,
1262,93.0,No,
1530,92.0,Yes,2025-07-31
1929,87.0,No,
2354,87.0,Yes,2025-01-12
1466,87.0,No,
1973,83.0,No,
1168,50.0,No,
2283,61.0,Yes,2025-07-14
2390,86.0,Yes,2025-08-11
1695,84.0,No,
1408,71.0,Yes,2025-06-19
1245,,Yes,2025-02-20
2498,60.0,No,
1773,98.0,Yes,2025-05-19
1116,76.0,No,
1478,55.0,No,
2169,76.0,No,
1989,,Yes,2025-05-27
1728,62.0,No,
1083,54.0,No,
1776,78.0,Yes,
1789,,No,
2349,53.0,No,
2015,84.0,Yes,2025-05-27
1936,,No,
1949,83.0,Yes,2025-05-26
1274,50.0,No,
1046,93.0,No,
1948,73.0,Yes,2025-11-03
2314,55.0,No,
2079,54.0,No,
2339,74.0,No,
1390,79.0,Yes,2025-03-16
1589,67.0,No,
1418,80.0,Yes,2025-03-27
2120,94.0,Yes,2025-09-17
2364,96.0,No,
1520,68.0,No,
1813,81.0,No,
2309,64.0,Yes,2025-04-08
1768,68.0,Yes,2025-03-02
1609,85.0,Yes,2025-07-16
2347,69.0,No,
2023,89.0,No,
1085,84.0,No,
2397,100.0,No,
1430,57.0,Yes,2025-02-02
2341,61.0,Yes,2025-09-27
1430,85.0,No,
1207,71.0,Yes,
1602,73.0,No,
1681,89.0,Yes,2025-12-31
1989,91.0,No,
1156,57.0,Yes,2025-06-16
2324,89.0,Yes,2025-11-08
1163,57.0,Yes,2025-03-22
1006,95.0,No,
1614,91.0,Yes,2025-09-08
1693,72.0,Yes,2025-09-16
1338,,No,
2091,,No,
1451,80.0,No,
2452,98.0,Yes,2025-12-06
1103,81.0,Yes,2025-02-07
1077,66.0,Yes,2025-06-02
1538,95.0,No,
1142,78.0,Yes,2025-08-11
1900,,No,
1018,75.0,No,
1774,62.0,Yes,2025-11-12
1095,73.0,Yes,2025-03-25
2319,78.0,Yes,2025-10-24
1052,94.0,Yes,2025-02-11
1697,58.0,Yes,
1658,61.0,No,
1786,68.0,Yes,2025-12-21
1843,57.0,No,
1186,84.0,Yes,2025-04-30
1635,79.0,Yes,2025-11-18
1789,75.0,No,
2142,53.0,Yes,2025-07-29
1437,92.0,No,
2136,71.0,Yes,2025-02-10
1801,86.0,No,
1965,94.0,Yes,2025-05-12
2335,87.0,Yes,2025-09-30
2215,61.0,No,
1150,83.0,No,
1088,98.0,No,
2114,89.0,No,
1674,69.0,Yes,2025-04-10
1941,62.0,Yes,2025-01-05
1559,62.0,Yes,2025-08-28
1805,91.0,No,
1012,60.0,No,
1661,94.0,No,
1381,88.0,Yes,2025-05-31
2101,81.0,No,
2334,96.0,Yes,2025-03-11
1442,58.0,No,
1672,54.0,No,
2300,84.0,No,
1078,,No,
2090,75.0,Yes,2025-02-28
2099,67.0,Yes,2025-02-16
1992,52.0,No,
1231,68.0,No,
1382,56.0,Yes,2025-12-03
2072,78.0,Yes,2025-11-20
1040,67.0,Yes,2025-05-14
1074,82.0,No,
1317,50.0,Yes,2025-11-25
1310,60.0,Yes,2025-12-23
1004,79.0,No,
2323,,Yes,2025-07-27
1814,81.0,Yes,2025-10-26
1856,99.0,Yes,2025-09-16
1556,57.0,Yes,2025-10-23
1033,54.0,Yes,2025-02-27
2198,82.0,No,
2137,60.0,No,
2191,,No,
1854,95.0,No,
1124,96.0,No,
1915,56.0,Yes,2025-12-04
1237,82.0,Yes,2025-10-23
2433,87.0,No,
1232,100.0,Yes,2025-09-17
1839,84.0,Yes,
1282,88.0,No,
1046,72.0,Yes,2025-10-02
1735,92.0,No,
1757,,No,
1425,52.0,No,
2009,68.0,Yes,2025-03-15
1048,76.0,No,
1740,54.0,Yes,2025-06-28
1294,85.0,No,
1358,95.0,Yes,2025-06-25
2011,56.0,Yes,2025-11-28
2122,60.0,No,
2151,82.0,Yes,2025-10-18
2251,63.0,Yes,
1167,62.0,Yes,2025-10-02
2159,89.0,No,
1948,93.0,No,
2271,96.0,No,
1792,71.0,No,
1762,94.0,Yes,2025-04-22
1952,91.0,No,
1611,95.0,Yes,2025-04-07
1126,,Yes,2025-10-02
1865,63.0,No,
1344,52.0,Yes,2025-11-03
1959,73.0,Yes,2025-10-17
1133,72.0,No,
1840,84.0,Yes,2025-08-06
1913,88.0,Yes,2025-08-18
1158,70.0,Yes,2025-02-12
1861,72.0,No,
1684,,No,
1473,,No,
1047,,Yes,2025-07-26
1019,90.0,No,
2439,77.0,No,
1714,57.0,No,
1626,91.0,Yes,2025-03-25
2404,62.0,Yes,2025-06-07
2073,85.0,No,
1786,88.0,No,
2045,88.0,Yes,2025-06-03
2365,89.0,Yes,2025-11-26
1389,98.0,No,
1573,94.0,No,
2039,74.0,No,
2061,,Yes,2025-06-29
1041,80.0,Yes,2025-07-16
1313,63.0,No,
1240,97.0,Yes,2025-08-27
1959,,Yes,2025-09-30
2402,72.0,Yes,2025-05-21
2429,99.0,No,
2128,76.0,No,
2033,,No,
1884,93.0,No,
1574,58.0,Yes,2025-05-05
1625,60.0,No,
2499,58.0,Yes,2025-03-19
2388,80.0,Yes,2025-06-24
2206,97.0,Yes,2025-01-22
1781,88.0,Yes,2025-10-05
1687,69.0,Yes,2025-10-11
1762,67.0,No,
1600,95.0,No,
1666,61.0,No,
1717,75.0,No,
2355,,Yes,2025-06-20
2089,55.0,Yes,2025-08-15
2164,56.0,No,
1040,51.0,Yes,2025-06-11
1514,69.0,No,
1769,92.0,No,
1031,87.0,No,
1201,77.0,Yes,2025-06-21
2100,58.0,Yes,2025-02-01
1045,96.0,No,
1417,86.0,Yes,2025-09-22
1764,87.0,Yes,2025-01-24
2039,85.0,Yes,
1528,60.0,No,
2082,58.0,Yes,2025-06-28
1872,65.0,No,
1595,64.0,No,
1440,82.0,No,
2473,90.0,No,
2182,,Yes,2025-07-16
2079,,No,
2321,56.0,No,
1085,94.0,No,
2006,94.0,Yes,2025-03-30
2455,93.0,No,
1298,91.0,No,
2354,,Yes,2025-08-02
1619,90.0,No,
2062,68.0,No,
2134,96.0,No,
1560,56.0,No,
2031,98.0,Yes,2025-03-14
1181,52.0,No,
1946,71.0,Yes,2025-04-10
1931,50.0,No,
2294,93.0,Yes,2025-11-15
1196,58.0,No,
2118,81.0,No,
2287,84.0,No,
2279,84.0,Yes,2025-11-25
1302,53.0,Yes,2025-06-11
1152,59.0,No,
1994,87.0,Yes,2025-08-03
2443,82.0,No,
1870,55.0,No,
1093,97.0,Yes,2025-12-24
2181,60.0,Yes,2025-03-07
1316,83.0,Yes,
1541,59.0,Yes,2025-03-01
1351,78.0,Yes,
1462,55.0,Yes,2025-11-12
1651,86.0,No,
1243,60.0,No,
1684,87.0,Yes,2025-06-03
2077,97.0,No,
1433,82.0,Yes,2025-08-26
1828,,No,
1080,80.0,Yes,2025-11-02
2297,79.0,Yes,2025-08-02
1779,51.0,Yes,2025-06-19
1499,53.0,Yes,2025-12-24
2339,83.0,No,
2206,94.0,Yes,2025-01-07
1923,,Yes,2025-04-10
1287,67.0,Yes,2025-04-06
2070,84.0,Yes,
2254,56.0,Yes,2025-09-26
2156,,No,
1060,98.0,Yes,2025-04-17
1404,58.0,Yes,2025-03-28
1782,52.0,No,
1314,59.0,Yes,2025-03-15
1006,85.0,Yes,2025-03-01
2476,63.0,No,
1205,97.0,No,
1231,63.0,No,
2446,99.0,No,
1584,59.0,No,
1913,78.0,Yes,2025-02-11
1832,54.0,Yes,2025-10-05
1784,75.0,No,
2310,50.0,No,
1634,100.0,No,
2158,61.0,No,
1866,75.0,No,
2216,64.0,No,
1269,,No,
1514,99.0,No,
2499,,Yes,2025-11-23
2404,84.0,No,
1802,90.0,Yes,2025-07-08
1903,54.0,Yes,2025-12-31
1087,85.0,Yes,2025-12-23
2461,60.0,Yes,2025-03-12
1102,67.0,No,
1726,78.0,Yes,
1821,69.0,Yes,2025-11-09
1858,97.0,Yes,2025-01-28
1651,,No,
2247,78.0,Yes,2025-09-11
1536,53.0,No,
1772,50.0,Yes,2025-03-17
2234,53.0,No,
2168,59.0,No,
1225,63.0,Yes,2025-10-24
2147,56.0,No,
1029,78.0,No,
2326,53.0,No,
1840,85.0,No,
2062,50.0,Yes,2025-05-16
1336,79.0,No,
2317,75.0,No,
2026,55.0,No,
1288,55.0,Yes,2025-07-01
1102,54.0,No,
1318,52.0,No,
2342,,No,
1385,85.0,Yes,2025-04-19
1151,52.0,No,
2143,86.0,Yes,2025-01-24
1308,70.0,Yes,2025-02-26
2459,57.0,No,
1018,,No,
1887,77.0,No,
1709,,No,
1383,83.0,Yes,2025-09-13
1213,83.0,Yes,2025-03-02
1293,79.0,No,
